name,selling_price,km_driven,fuel,transmission,engine (CC),max_power(bhp),seats,Clusters
Hyundai i20 Asta Optional With Sunroof 1.2,220000,90000,Petrol,Manual,1197.0,80.0,5.0,1
Chevrolet Sail Hatchback LS ABS,420000,46815,Diesel,Manual,1248.0,76.9,5.0,0
Tata Indica Vista TDI LS,160000,110000,Diesel,Manual,1405.0,70.0,5.0,0
Hyundai EON Era Plus,250000,80000,Petrol,Manual,814.0,55.2,5.0,1
Maruti Ertiga ZDI,385000,100000,Diesel,Manual,1248.0,88.8,7.0,0
Maruti Wagon R VXI BS IV with ABS,318000,80000,Petrol,Manual,998.0,67.06,5.0,1
Hyundai Xcent 1.2 VTVT S,480000,40000,Petrol,Manual,1197.0,81.86,5.0,1
Maruti Celerio VXI,330000,70000,Petrol,Manual,998.0,67.04,5.0,1
Tata Indica Vista Aqua 1.4 TDI,152000,80000,Diesel,Manual,1405.0,71.0,5.0,0
Maruti Alto 800 LXI,250000,40000,Petrol,Manual,796.0,47.3,5.0,1
Tata Indica Vista Aqua 1.4 TDI,248000,80000,Diesel,Manual,1405.0,71.0,5.0,0
Nissan Micra XV,300000,60000,Petrol,Manual,1198.0,75.0,5.0,1
Hyundai i20 1.2 Spotz,550000,50000,Petrol,Manual,1197.0,81.83,5.0,1
Hyundai i20 Sportz 1.4 CRDi,650000,30000,Diesel,Manual,1396.0,88.73,5.0,0
Hyundai Grand i10 Magna,445000,25000,Petrol,Manual,1197.0,82.0,5.0,1
Toyota Innova 2.5 V Diesel 7-seater,450000,334000,Diesel,Manual,2494.0,102.0,7.0,0
Mahindra NuvoSport N8,600000,100000,Diesel,Manual,1493.0,100.0,7.0,0
Renault Duster Adventure Edition,495000,175000,Diesel,Manual,1461.0,108.45,5.0,0
Maruti SX4 ZXI AT,220000,65000,Petrol,Automatic,1586.0,103.3,5.0,2
Maruti SX4 ZXI AT,260000,65000,Petrol,Automatic,1586.0,103.3,5.0,2
Hyundai Santro Xing GLS,150000,90000,Petrol,Manual,1086.0,62.1,5.0,1
Ford Figo Diesel Titanium,200000,80000,Diesel,Manual,1399.0,68.0,5.0,0
Mahindra Scorpio S11 BSIV,1465000,110000,Diesel,Manual,2179.0,140.0,7.0,0
Honda Civic Hybrid,250000,60000,Petrol,Automatic,1339.0,108.5,5.0,2
Mahindra Xylo D4,310000,160000,Diesel,Manual,2489.0,93.7,7.0,0
Mahindra Scorpio VLX 4WD AIRBAG AT BSIV,600000,100875,Diesel,Automatic,2179.0,120.0,8.0,2
Maruti Baleno Delta 1.2,560000,20000,Petrol,Manual,1197.0,83.1,5.0,1
Maruti Swift Dzire VXI,500000,30000,Petrol,Manual,1197.0,83.14,5.0,1
Hyundai Grand i10 CRDi Asta Option,270000,118000,Diesel,Manual,1120.0,70.0,5.0,0
Hyundai Verna 1.6 SX,420000,69000,Diesel,Manual,1582.0,126.32,5.0,0
Maruti Swift Dzire LXI,434999,25000,Petrol,Manual,1197.0,83.14,5.0,1
Hyundai Xcent 1.2 Kappa AT S Option,400000,100000,Petrol,Automatic,1197.0,81.86,5.0,2
Maruti Swift Dzire VDI,470000,110000,Diesel,Manual,1248.0,74.0,5.0,0
Nissan Terrano XL 85 PS,480000,60000,Diesel,Manual,1461.0,83.8,5.0,0
Hyundai Santro Xing GL,105000,128000,Petrol,Manual,1086.0,62.0,5.0,1
Tata Tiago 1.05 Revotorq XE,325000,120000,Diesel,Manual,1047.0,69.0,5.0,0
Hyundai Grand i10 Nios AMT Sportz,675000,5000,Petrol,Automatic,1197.0,81.86,5.0,2
Hyundai i10 Sportz Option,170000,90000,Petrol,Manual,1197.0,78.9,5.0,1
Hyundai Creta 1.6 CRDi SX Option,1250000,90000,Diesel,Manual,1582.0,126.2,5.0,0
Honda Aord 2.4 M/T,600000,144030,Petrol,Manual,2354.0,177.6,5.0,0
Honda City i DTEC VX,819999,200000,Diesel,Manual,1498.0,98.6,5.0,0
Hyundai i20 2015-2017 Asta Option 1.2,650000,29000,Petrol,Manual,1197.0,81.83,5.0,1
Maruti Wagon R LXI DUO BSIII,105000,90000,LPG,Manual,1061.0,57.5,5.0,4
Mahindra Renault Logan 1.5 Diesel DLSX,200000,176000,Diesel,Manual,1461.0,66.0,5.0,0
Tata Indigo CS LX (TDI) BS III,200000,150000,Diesel,Manual,1396.0,69.0,5.0,0
Maruti Omni E MPI STD BS IV,220000,90000,Petrol,Manual,796.0,34.2,8.0,1
Volkswagen Vento 1.6 Highline,500000,70000,Petrol,Manual,1598.0,103.2,5.0,1
Mahindra Renault Logan 1.5 DLX Diesel,175000,99000,Diesel,Manual,1461.0,65.0,5.0,0
Tata Tiago 1.2 Revotron XZ,450000,5000,Petrol,Manual,1199.0,84.0,5.0,1
Chevrolet Optra Magnum 2.0 LT,210000,90000,Diesel,Manual,1991.0,123.7,5.0,0
Maruti Ritz VDi,270000,89000,Diesel,Manual,1248.0,73.9,5.0,0
Tata Indica V2 DLS TC,110000,88000,Diesel,Manual,1405.0,62.0,5.0,0
Maruti Swift Dzire VDI,480000,30000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Swift Dzire AMT ZDI,650000,50000,Diesel,Automatic,1248.0,74.0,5.0,2
Maruti Swift Dzire VDI,480000,80000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai i20 Asta Option 1.4 CRDi,700000,40000,Diesel,Manual,1396.0,88.73,5.0,0
Maruti Ertiga VDI,650000,110000,Diesel,Manual,1248.0,88.76,7.0,0
Hyundai Creta 1.6 CRDi SX Plus Dual Tone,1300000,48000,Diesel,Manual,1582.0,126.2,5.0,0
Volkswagen Jetta 2.0L TDI Highline AT,1350000,97000,Diesel,Automatic,1968.0,138.03,5.0,2
Volkswagen Vento 1.5 TDI Highline AT,1000000,60000,Diesel,Automatic,1498.0,108.6,5.0,2
Mercedes-Benz M-Class ML 350 4Matic,1700000,110000,Diesel,Automatic,2987.0,165.0,5.0,2
Toyota Yaris V CVT BSIV,1080000,12800,Petrol,Automatic,1496.0,105.5,5.0,2
Hyundai EON D Lite,170000,40000,Petrol,Manual,814.0,55.2,5.0,1
Maruti Swift DDiS VDI,610000,49000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Ritz VXi,350000,25000,Petrol,Manual,1197.0,85.8,5.0,1
Maruti Alto 800 LXI,260000,65000,Petrol,Manual,796.0,47.3,5.0,1
Fiat Linea 1.3 Multijet Emotion,700000,20000,Diesel,Manual,1248.0,91.7,5.0,0
Volkswagen Polo 2015-2019 1.0 MPI Highline Plus,678000,17000,Petrol,Manual,999.0,75.0,5.0,1
Maruti SX4 S Cross 2015-2017 DDiS 200 Zeta,800000,15000,Diesel,Manual,1248.0,88.5,5.0,0
Toyota Etios GD,400000,120000,Diesel,Manual,1364.0,67.04,5.0,0
Hyundai i20 Magna,300000,49000,Petrol,Manual,1197.0,80.0,5.0,1
Hyundai i20 2015-2017 Magna 1.2,520000,29000,Petrol,Manual,1197.0,81.83,5.0,1
Nissan Terrano XV D Premium AMT,850000,55000,Diesel,Automatic,1461.0,108.5,5.0,2
Mahindra Marazzo M8,1460000,5000,Diesel,Manual,1497.0,121.0,7.0,0
Tata Nexon 1.5 Revotorq XZ Plus,830000,35000,Diesel,Manual,1497.0,108.5,5.0,0
Datsun GO T Option BSIV,430000,5000,Petrol,Manual,1198.0,67.0,5.0,1
Ford EcoSport 1.5 TDCi Platinum Edition BSIV,850000,60000,Diesel,Manual,1498.0,98.59,5.0,0
Maruti Swift Dzire ZXI,650000,70000,Petrol,Manual,1197.0,83.14,5.0,1
Hyundai Verna CRDi,120000,120000,Diesel,Manual,1493.0,110.0,5.0,0
Mahindra TUV 300 T8,730000,65100,Diesel,Manual,1493.0,100.0,7.0,0
Maruti Ignis 1.2 AMT Delta BSIV,525000,20000,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai i20 Active 1.4 SX,600000,108000,Diesel,Manual,1396.0,88.73,5.0,0
Maruti Swift LXI,500000,15000,Petrol,Manual,1197.0,81.8,5.0,1
Hyundai Santro Xing GLS,150000,77000,Petrol,Manual,1086.0,62.1,5.0,1
Maruti Wagon R VXI BS IV,409999,18500,Petrol,Manual,998.0,67.04,5.0,1
Mahindra TUV 300 T8,625000,120000,Diesel,Manual,1493.0,100.0,7.0,0
Renault KWID RXT,290000,15200,Petrol,Manual,799.0,53.3,5.0,1
Honda Mobilio V i VTEC,500000,35000,Petrol,Manual,1497.0,117.3,7.0,1
Hyundai Verna 1.6 SX,475000,80000,Diesel,Manual,1582.0,126.32,5.0,0
Hyundai EON Era Plus,190000,70000,Petrol,Manual,814.0,55.2,5.0,1
Mahindra XUV500 W6 2WD,750000,80000,Diesel,Manual,2179.0,140.0,7.0,0
Nissan Terrano XV 110 PS,525000,120000,Diesel,Manual,1461.0,108.5,5.0,0
Chevrolet Cruze LTZ,495000,82000,Diesel,Manual,1998.0,163.7,5.0,0
Jaguar XE 2016-2019 2.0L Diesel Prestige,2625000,9000,Diesel,Automatic,1999.0,177.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Tata Safari Storme EX,503000,110000,Diesel,Manual,2179.0,147.94,7.0,0
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Wagon R LXI,225000,58343,Petrol,Manual,998.0,67.05,5.0,1
Maruti Baleno Alpha 1.3,740000,38817,Diesel,Manual,1248.0,74.0,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Maruti Swift AMT VVT VXI,650000,5621,Petrol,Automatic,1197.0,81.8,5.0,2
Toyota Etios VX,625000,25538,Petrol,Manual,1496.0,88.73,5.0,1
Maruti Swift AMT ZXI,600000,69779,Petrol,Automatic,1197.0,81.8,5.0,2
Hyundai Grand i10 1.2 CRDi Sportz,450000,56290,Diesel,Manual,1186.0,73.97,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Skoda Rapid 1.6 MPI AT Elegance,645000,11000,Petrol,Automatic,1598.0,103.5,5.0,2
Volvo V40 D3 R-Design,2475000,2000,Diesel,Automatic,1984.0,150.0,5.0,2
Honda City 1.5 V AT,321000,60000,Petrol,Automatic,1497.0,118.0,5.0,2
Toyota Etios Liva 1.2 V Dual Tone,585000,50000,Petrol,Manual,1197.0,78.9,5.0,1
Ford Figo Diesel EXI,225000,70000,Diesel,Manual,1399.0,68.0,5.0,0
Honda Amaze E i-DTEC,500000,70000,Diesel,Manual,1498.0,98.6,5.0,0
Hyundai i20 1.4 CRDi Asta,350000,90000,Diesel,Manual,1396.0,90.0,5.0,0
Maruti Ertiga SHVS LDI Option,756000,70000,Diesel,Manual,1248.0,88.5,7.0,0
Maruti Alto 800 VXI,240000,50000,Petrol,Manual,796.0,47.3,5.0,1
Maruti Omni 8 Seater BSII,80000,120000,Petrol,Manual,796.0,35.0,8.0,1
Hyundai i20 Active S Petrol,800000,5000,Petrol,Manual,1197.0,81.86,5.0,1
Tata Hexa XE,1250000,25000,Diesel,Manual,2179.0,147.94,7.0,0
Mahindra Scorpio VLS 2.2 mHawk,320000,80000,Diesel,Manual,2179.0,120.0,7.0,0
Hyundai Grand i10 Sportz,509999,25000,Petrol,Manual,1197.0,82.0,5.0,1
Tata Zest Quadrajet 1.3 75PS XE,650000,15000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Alto K10 2010-2014 VXI,210000,35000,Petrol,Manual,998.0,67.1,5.0,1
Maruti Alto LXi,110000,80000,Petrol,Manual,796.0,46.3,5.0,1
Tata Nexon 1.5 Revotorq XE,665000,25000,Diesel,Manual,1497.0,108.5,5.0,0
Volkswagen Ameo 1.5 TDI Comfortline,555000,52000,Diesel,Manual,1498.0,108.62,5.0,0
Volkswagen Ameo 1.5 TDI Comfortline,560000,52000,Diesel,Manual,1498.0,108.62,5.0,0
Mahindra KUV 100 mFALCON D75 K6 Plus,375000,80000,Diesel,Manual,1198.0,77.0,6.0,0
Toyota Fortuner 2.8 4WD AT BSIV,2950000,50000,Diesel,Automatic,2755.0,174.5,7.0,2
Maruti Swift Dzire VDI,605000,127000,Diesel,Manual,1248.0,74.02,5.0,0
Honda WR-V i-VTEC VX,720000,30000,Petrol,Manual,1199.0,88.7,5.0,1
Maruti Ertiga SHVS ZDI Plus,800000,70000,Diesel,Manual,1248.0,88.5,7.0,0
Mahindra XUV500 W10 2WD,1325000,54000,Diesel,Manual,2179.0,140.0,7.0,0
Mitsubishi Pajero 2.8 SFX BSIII Single Tone,625000,120000,Diesel,Manual,2835.0,116.9,6.0,0
Hyundai i20 1.4 CRDi Sportz,350000,116500,Diesel,Manual,1396.0,90.0,5.0,0
Toyota Innova 2.5 G (Diesel) 8 Seater,600000,145000,Diesel,Manual,2494.0,100.0,8.0,0
Hyundai i20 Sportz 1.2,300000,120000,Petrol,Manual,1197.0,82.85,5.0,1
Tata New Safari DICOR 2.2 VX 4x2 BS IV,240000,120000,Diesel,Manual,2179.0,138.1,7.0,0
Ford Figo 1.5D Trend MT,377000,80000,Diesel,Manual,1498.0,99.0,5.0,0
Maruti Ertiga VXI,450000,140000,Petrol,Manual,1373.0,93.7,7.0,1
Hyundai Verna Xi (Petrol),160000,100000,Petrol,Manual,1599.0,103.2,5.0,1
Hyundai Xcent 1.2 VTVT E,525000,100000,Petrol,Manual,1197.0,81.86,5.0,1
Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,550000,168000,Diesel,Manual,2494.0,102.0,8.0,0
Chevrolet Cruze LTZ,270000,120000,Diesel,Manual,1991.0,147.9,5.0,0
Toyota Etios GD,570000,145000,Diesel,Manual,1364.0,67.05,5.0,0
Ford Figo Diesel Titanium,225000,90000,Diesel,Manual,1399.0,68.0,5.0,0
Hyundai Xcent 1.2 VTVT S,590000,90000,Petrol,Manual,1197.0,81.86,5.0,1
Jeep Compass 2.0 Longitude Option BSIV,1675000,80000,Diesel,Manual,1956.0,170.0,5.0,0
Ford Aspire Titanium BSIV,800000,33000,Petrol,Manual,1194.0,94.93,5.0,1
Chevrolet Sail 1.2 LS ABS,450000,13500,Petrol,Manual,1199.0,82.4,5.0,1
Tata Indigo LX,300000,80000,Diesel,Manual,1405.0,70.0,5.0,0
Hyundai i20 1.2 Spotz,645000,20000,Petrol,Manual,1197.0,81.83,5.0,1
Maruti Swift Dzire VDI,520000,58000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai EON Magna Plus,200000,40000,Petrol,Manual,814.0,55.2,5.0,1
Honda City i VTEC V,700000,30000,Petrol,Manual,1497.0,117.3,5.0,1
Maruti 800 AC,45000,50000,Petrol,Manual,796.0,37.0,4.0,1
Ford Figo Aspire 1.5 TDCi Ambiente,459999,73000,Diesel,Manual,1498.0,99.0,5.0,0
Maruti Ritz VDi,325000,90000,Diesel,Manual,1248.0,73.94,5.0,0
Maruti Wagon R VXI BS IV,350000,50000,Petrol,Manual,998.0,67.04,5.0,1
Hyundai Verna 1.6 CRDI,440000,80000,Diesel,Manual,1582.0,126.3,5.0,0
Hyundai i20 1.4 CRDi Magna,320000,70000,Diesel,Manual,1396.0,90.0,5.0,0
Chevrolet Spark 1.0 LS,169000,41000,Petrol,Manual,995.0,62.0,5.0,1
Volkswagen Polo Petrol Comfortline 1.2L,350000,50000,Petrol,Manual,1198.0,73.9,5.0,1
Ford Classic 1.4 Duratorq Titanium,350000,113226,Diesel,Manual,1399.0,67.0,5.0,0
Ford Figo Diesel Celebration Edition,310000,90000,Diesel,Manual,1399.0,68.1,5.0,0
Mahindra Scorpio M2DI,420000,160500,Diesel,Manual,2179.0,115.0,5.0,0
Maruti Ciaz AT ZXi,685000,30000,Petrol,Automatic,1373.0,91.1,5.0,2
Renault Duster 4x4,560000,132000,Diesel,Manual,1461.0,108.45,5.0,0
Maruti Swift VDI,470000,120000,Diesel,Manual,1248.0,74.0,5.0,0
Hyundai Verna Transform VTVT,380000,80000,Petrol,Manual,1599.0,103.2,5.0,1
Mahindra Scorpio 1.99 S6 Plus,670000,57000,Diesel,Manual,1997.0,120.0,7.0,0
Maruti Swift Dzire LXI 1.2 BS IV,550000,5000,Petrol,Manual,1197.0,81.8,5.0,1
Hyundai Verna 1.6 VTVT SX,749000,25000,Petrol,Manual,1591.0,121.3,5.0,1
Hyundai Creta 1.6 CRDi SX Option,899000,80000,Diesel,Manual,1582.0,126.2,5.0,0
Chevrolet Optra Magnum 2.0 LS BSIII,290000,88000,Diesel,Manual,1991.0,123.7,5.0,0
Toyota Innova 2.5 VX (Diesel) 7 Seater,869999,217000,Diesel,Manual,2494.0,100.6,7.0,0
Datsun GO Plus A,350000,60000,Petrol,Manual,1198.0,67.0,7.0,1
Maruti Swift Dzire VXI,500000,43000,Petrol,Manual,1197.0,83.14,5.0,1
Skoda Rapid 1.5 TDI AT Ambition Plus,400000,77000,Diesel,Automatic,1498.0,103.6,5.0,2
Renault KWID RXT,260000,30000,Petrol,Manual,799.0,53.3,5.0,1
Maruti Alto 800 LXI,220000,40000,Petrol,Manual,796.0,47.3,5.0,1
Chevrolet Enjoy TCDi LS 8 Seater,190000,139000,Diesel,Manual,1248.0,73.8,8.0,0
Hyundai Grand i10 Magna,400000,80000,Petrol,Manual,1197.0,82.0,5.0,1
Chevrolet Beat Diesel LT Option,170000,76000,Diesel,Manual,936.0,56.3,5.0,0
Hyundai Elite i20 Magna Plus BSIV,650000,3500,Petrol,Manual,1197.0,81.86,5.0,1
Maruti 800 AC BSIII,60000,62000,Petrol,Manual,796.0,37.0,4.0,1
Tata New Safari 4X2,300000,110000,Petrol,Manual,2092.0,127.0,7.0,1
Chevrolet Spark 1.0 LT,125000,40000,Petrol,Manual,995.0,62.1,5.0,1
Mahindra XUV500 W6 2WD,500000,1500000,Diesel,Manual,2179.0,140.0,7.0,0
Maruti Alto LX,170000,70000,Petrol,Manual,796.0,46.3,5.0,1
Maruti Swift Dzire LDi,310000,77000,Diesel,Manual,1248.0,73.9,5.0,0
Chevrolet Spark 1.0 LT,130000,110000,Petrol,Manual,995.0,62.0,5.0,1
Maruti Wagon R VXI Optional,465000,20000,Petrol,Manual,998.0,67.04,5.0,1
Mercedes-Benz E-Class E270 CDI,800000,120005,Diesel,Automatic,2987.0,198.5,5.0,2
Maruti Alto K10 Knightracer,260000,16830,Petrol,Manual,998.0,67.1,5.0,1
Mahindra Bolero 2011-2019 DI NON AC BS III SILVER,500000,70000,Diesel,Manual,2523.0,63.0,9.0,0
Renault KWID 1.0 RXT 02 Anniversary Edition,325000,38000,Petrol,Manual,999.0,67.0,5.0,1
Mahindra Bolero 2011-2019 DI NON AC BS III White,400000,80000,Diesel,Manual,2523.0,63.0,9.0,0
Toyota Fortuner 2.8 4WD MT BSIV,3200000,50000,Diesel,Manual,2755.0,174.5,7.0,0
Tata Indica V2 DLE BSIII,200000,50000,Diesel,Manual,1396.0,52.8,5.0,0
Mahindra Quanto C2,450000,52000,Diesel,Manual,1493.0,100.0,7.0,0
Tata Indigo V BSIII,229999,50000,Diesel,Manual,1405.0,70.0,5.0,0
Hyundai EON Magna Plus,340000,30000,Petrol,Manual,814.0,55.2,5.0,1
Mahindra Bolero 2011-2019 SLE BSIII,550000,103000,Diesel,Manual,2523.0,62.1,7.0,0
Ford Endeavour 3.0L 4X4 AT,975000,93468,Diesel,Automatic,2953.0,153.86,7.0,2
Volvo XC40 D4 Inscription BSIV,3800000,20000,Diesel,Automatic,1969.0,190.0,5.0,2
Volkswagen Jetta 1.6 Trendline,225000,80000,Petrol,Manual,1595.0,102.0,5.0,1
Ford Endeavour 3.2 Titanium AT 4X4,3250000,12000,Diesel,Automatic,3198.0,197.0,7.0,2
Tata Indigo eCS VX BSIV,280000,70000,Diesel,Manual,1396.0,69.0,5.0,0
Honda Amaze V Petrol BSIV,700000,4500,Petrol,Manual,1199.0,88.76,5.0,1
Tata Indigo CS eLX BS IV,259000,35000,Diesel,Manual,1396.0,69.0,5.0,0
Toyota Fortuner 2.8 4WD AT BSIV,3200000,60000,Diesel,Automatic,2755.0,174.5,7.0,2
Mahindra XUV500 W10 1.99 mHawk,1400000,30000,Diesel,Manual,1997.0,140.0,7.0,0
Ford Figo 1.5P Titanium AT,416000,40000,Petrol,Automatic,1499.0,110.4,5.0,2
Tata Manza ELAN Quadrajet BS III,250000,70000,Diesel,Manual,1248.0,90.0,5.0,0
Tata Manza Aura (ABS) Quadrajet BS IV,210000,120000,Diesel,Manual,1248.0,88.8,5.0,0
Mahindra Scorpio VLX 2WD BSIII,290000,120000,Diesel,Manual,2179.0,120.0,8.0,0
Tata Indigo CS eLS BS IV,220000,90000,Diesel,Manual,1396.0,69.0,5.0,0
Tata Indigo eCS LX BSIV,246000,35000,Diesel,Manual,1396.0,69.0,5.0,0
Maruti Omni E MPI STD BS IV,260000,30000,Petrol,Manual,796.0,34.2,8.0,1
Hyundai Creta 1.4 CRDi S,1050000,70000,Diesel,Manual,1396.0,88.7,5.0,0
Tata Manza Club Class Quadrajet90 LX,290000,60000,Diesel,Manual,1248.0,88.76,5.0,0
Tata Indigo eCS VX BSIV,310000,70000,Diesel,Manual,1396.0,69.0,5.0,0
Hyundai i20 1.2 Asta,700000,6000,Petrol,Manual,1197.0,81.83,5.0,1
Maruti Swift VXI Optional,550000,20000,Petrol,Manual,1197.0,81.8,5.0,1
Tata Indigo CS LX (TDI) BS-III,450000,70000,Diesel,Manual,1405.0,69.01,5.0,0
Honda City i VTEC VX,773000,65000,Petrol,Manual,1497.0,117.3,5.0,1
Tata Tiago 1.2 Revotron XZ,450000,25000,Petrol,Manual,1199.0,84.0,5.0,1
Maruti Eeco 5 Seater AC BSIV,409999,10000,Petrol,Manual,1196.0,73.0,5.0,1
Maruti 800 Std MPFi,45000,35000,Petrol,Manual,796.0,37.0,4.0,1
Nissan Teana XL,600000,80000,Petrol,Automatic,2496.0,179.5,5.0,2
Chevrolet Beat LT,250000,63000,Petrol,Manual,1199.0,79.4,5.0,1
Tata Indica V2 DLS TC,70000,100000,Diesel,Manual,1405.0,62.0,5.0,0
Honda Amaze S i-VTEC,690000,1303,Petrol,Manual,1198.0,86.7,5.0,1
Audi Q5 35TDI Premium Plus,3975000,31800,Diesel,Automatic,1968.0,188.0,5.0,2
Lexus ES 300h,5150000,20000,Petrol,Automatic,2487.0,214.56,5.0,2
Jaguar XF 2.0 Diesel Portfolio,3200000,45000,Diesel,Automatic,1999.0,177.0,5.0,2
Jeep Wrangler 2016-2019 3.6 4X4,4100000,17000,Petrol,Automatic,3604.0,280.0,5.0,2
Toyota Yaris V BSIV,1000000,4295,Petrol,Manual,1496.0,105.5,5.0,1
Toyota Yaris V BSIV,1000000,5229,Petrol,Manual,1496.0,105.5,5.0,1
Toyota Camry 2.5 Hybrid,2000000,68089,Petrol,Automatic,2494.0,157.7,5.0,2
Maruti Ciaz 1.3 Alpha,925000,23712,Diesel,Manual,1248.0,88.5,5.0,0
Honda Jazz VX,550000,56494,Petrol,Manual,1199.0,88.7,5.0,1
Maruti Wagon R VXI BS IV,430000,16589,Petrol,Manual,998.0,67.04,5.0,1
Toyota Innova 2.5 VX (Diesel) 7 Seater,750000,79328,Diesel,Manual,2494.0,100.6,7.0,0
Honda City i VTEC V,675000,53201,Petrol,Manual,1497.0,117.3,5.0,1
Maruti Baleno Delta,570000,25272,Petrol,Manual,1197.0,81.8,5.0,1
Maruti Vitara Brezza ZDi Plus,850000,53619,Diesel,Manual,1248.0,88.5,5.0,0
BMW X4 M Sport X xDrive20d,5400000,7500,Diesel,Automatic,1995.0,190.0,5.0,2
BMW X4 M Sport X xDrive20d,5500000,8500,Diesel,Automatic,1995.0,190.0,5.0,2
Honda Amaze V CVT Petrol BSIV,779000,7032,Petrol,Automatic,1199.0,88.76,5.0,2
Ford Ecosport 1.5 Petrol Ambiente,640000,6001,Petrol,Manual,1496.0,120.69,5.0,1
Tata Indigo CS LS (TDI) BS-III,250000,80000,Diesel,Manual,1405.0,69.01,5.0,0
Renault Duster 110PS Diesel RxZ,1250000,12000,Diesel,Manual,1461.0,108.45,5.0,0
Ford EcoSport 1.5 Petrol Titanium BSIV,889000,25000,Petrol,Manual,1497.0,121.31,5.0,1
Hyundai i20 2015-2017 Asta Option 1.4 CRDi,750000,40000,Diesel,Manual,1396.0,88.73,5.0,0
Maruti Swift Ldi BSIV,320000,130000,Diesel,Manual,1248.0,75.0,5.0,0
Skoda Yeti Ambition 4WD,600000,202000,Diesel,Manual,1968.0,138.08,5.0,0
Maruti Ciaz S 1.3,1000000,40000,Diesel,Manual,1248.0,88.5,5.0,0
Maruti Zen LX,110000,70000,Petrol,Manual,993.0,60.0,5.0,1
Honda City 2017-2020 GXi,250000,120000,Petrol,Manual,1497.0,78.0,5.0,1
Maruti Swift Dzire VDI,600000,60000,Diesel,Manual,1248.0,74.0,5.0,0
Maruti Zen Estilo LXI BS IV,165000,60000,Petrol,Manual,998.0,67.1,5.0,1
Maruti Alto LXI,118000,60000,Petrol,Manual,796.0,46.3,5.0,1
Maruti Baleno Delta 1.3,700000,78000,Diesel,Manual,1248.0,74.0,5.0,0
Renault Duster 85PS Diesel RxL Optional,585000,80000,Diesel,Manual,1461.0,83.8,5.0,0
Maruti Alto LXi,120000,120000,Petrol,Manual,796.0,46.3,5.0,1
Maruti 800 Std MPFi,65000,90000,Petrol,Manual,796.0,37.0,4.0,1
Maruti Alto LX,150000,100000,Petrol,Manual,796.0,46.3,5.0,1
Maruti Alto Std,150000,70000,Petrol,Manual,796.0,46.3,5.0,1
Hyundai Aent VIVA CRDi,170000,160000,Diesel,Manual,1493.0,82.0,5.0,0
Mahindra Scorpio 2.6 CRDe,250000,120000,Diesel,Manual,2179.0,120.0,8.0,0
Hyundai Aent CRDi,100000,100000,Diesel,Manual,1493.0,82.0,5.0,0
Maruti Ertiga VDI,599000,60000,Diesel,Manual,1248.0,88.76,7.0,0
Chevrolet Cruze LTZ,250000,135000,Diesel,Manual,1991.0,147.9,5.0,0
Maruti Swift VXI Optional,570000,90000,Petrol,Manual,1197.0,81.8,5.0,1
Volkswagen Polo Diesel Highline 1.2L,440000,75000,Diesel,Manual,1199.0,73.9,5.0,0
Toyota Innova 2.5 E Diesel MS 7-seater,300000,185000,Diesel,Manual,2494.0,100.6,7.0,0
Nissan Micra XV CVT,300000,71717,Petrol,Automatic,1198.0,76.0,5.0,2
Mahindra Scorpio VLX 2WD ABS AT BSIII,500000,150000,Diesel,Automatic,2179.0,120.0,8.0,2
Maruti Swift Dzire VDI,660000,55000,Diesel,Manual,1248.0,74.0,5.0,0
Ford Fiesta Classic 1.6 Duratec LXI,256000,90000,Petrol,Manual,1596.0,99.6,5.0,1
Renault KWID 1.0 RXT Optional,409999,35000,Petrol,Manual,999.0,67.0,5.0,1
Toyota Fortuner 4x4 MT,1888000,120000,Diesel,Manual,2982.0,168.5,7.0,0
Hyundai Santro Xing GLS LPG,250000,100000,LPG,Manual,1086.0,62.1,5.0,4
Honda Civic 1.8 V AT,280000,40000,Petrol,Automatic,1799.0,130.0,5.0,2
Mahindra Xylo D2,300000,100000,Diesel,Manual,2489.0,95.0,8.0,0
Tata Safari Storme LX,900000,120000,Diesel,Manual,2179.0,147.94,5.0,0
